source_phoneme,target_phoneme,f1_freq,f2_freq,f3_freq,f4_freq,f5_freq,f1_amp,f2_amp,f3_amp,f4_amp,f5_amp,chest,glottal,nasal,frication,f1_bw,f2_bw,f3_bw,f4_bw,f5_bw,bez_p1x,bez_p1y,bez_p2x,bez_p2y
m,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,NONE,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
n,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
n,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
n,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,NONE,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
N,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
N,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
N,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,NONE,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
r,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
r,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
r,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
l,NONE,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
l,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
l,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
